PLAYER,SEASON,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
Abdul Salaam,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Abdul Salaam,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Abdul Salaam,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abdul Salaam,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Abdul Salaam,1981,73.0,39.0,16.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Abdul Salaam,1982,41.0,27.0,5.0,3.5,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Abdul Salaam,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abdullah Anderson,2018,6.0,5.0,1.0,1.5,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Abdullah Anderson,2019,13.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abdullah Anderson,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abdullah Anderson,2021,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Abdullah Anderson,2022,43.0,13.0,26.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Abdullah Anderson,2023,15.0,6.0,6.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Abe Wilson,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abe Wilson,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abe Woodson,1958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,44.0,44.0,0.0,0.0,0.0
Abe Woodson,1959,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,5.0,14.0,0.0,0.0,0.0
Abe Woodson,1960,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Abe Woodson,1961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Abe Woodson,1962,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,15.5,31.0,0.0,0.0,2.0
Abe Woodson,1963,0.0,0.0,0.0,0.0,0.0,0.0,3.0,61.0,20.3,61.0,0.0,0.0,0.0
Abe Woodson,1964,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,1.0
Abe Woodson,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abe Woodson,1966,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,11.8,26.0,0.0,0.0,0.0
Abraham Beauplan,2023,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abraham Wright,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abram Elam,2006,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Abram Elam,2007,53.0,33.0,14.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Abram Elam,2008,82.0,43.0,20.0,3.0,0.0,4.0,2.0,95.0,47.5,92.0,1.0,3.0,0.0
Abram Elam,2009,97.0,69.0,18.0,1.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Abram Elam,2010,85.0,58.0,15.0,2.0,0.0,10.0,2.0,18.0,9.0,18.0,0.0,2.0,2.0
Abram Elam,2011,74.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Abram Elam,2012,39.0,29.0,6.0,0.0,0.0,3.0,1.0,47.0,37.0,37.0,0.0,0.0,0.0
Abry Jones,2013,20.0,18.0,3.0,1.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abry Jones,2014,43.0,23.0,18.0,3.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Abry Jones,2015,23.0,10.0,10.0,2.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Abry Jones,2016,35.0,27.0,8.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Abry Jones,2017,40.0,31.0,8.0,1.0,0.0,7.0,0.0,0.0,,,0.0,1.0,1.0
Abry Jones,2018,31.0,19.0,8.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Abry Jones,2019,31.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Abry Jones,2020,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ace Loomis,1951,0.0,0.0,0.0,0.0,0.0,0.0,4.0,103.0,25.8,66.0,0.0,0.0,2.0
Ace Loomis,1952,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0,25.3,45.0,1.0,0.0,0.0
Ace Loomis,1953,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,9.8,27.0,0.0,0.0,3.0
Adairius Barnes,2016,16.0,14.0,2.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adairius Barnes,2017,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adalius Thomas,2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adalius Thomas,2001,41.0,23.0,9.0,4.0,0.0,7.0,0.0,0.0,,,0.0,3.0,0.0
Adalius Thomas,2002,52.0,31.0,11.0,3.0,0.0,7.0,2.0,57.0,28.5,32.0,1.0,1.0,1.0
Adalius Thomas,2003,43.0,33.0,2.0,4.0,0.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Adalius Thomas,2004,72.0,40.0,15.0,8.0,0.0,5.0,1.0,8.0,8.0,8.0,0.0,4.0,0.0
Adalius Thomas,2005,84.0,59.0,15.0,9.0,0.0,5.0,2.0,48.0,24.0,28.0,1.0,4.0,3.0
Adalius Thomas,2006,91.0,52.0,21.0,11.5,0.0,7.0,1.0,7.0,7.0,7.0,0.0,0.0,1.0
Adalius Thomas,2007,88.0,42.0,23.0,8.5,0.0,9.0,1.0,65.0,65.0,65.0,1.0,3.0,0.0
Adalius Thomas,2008,35.0,17.0,8.0,6.0,0.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Adalius Thomas,2009,42.0,15.0,10.0,3.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adam Archuleta,2001,74.0,52.0,13.0,2.0,0.0,3.0,0.0,0.0,,,0.0,1.0,2.0
Adam Archuleta,2002,116.0,85.0,14.0,2.5,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0
Adam Archuleta,2003,85.0,63.0,8.0,5.0,0.0,7.0,1.0,22.0,22.0,22.0,0.0,1.0,1.0
Adam Archuleta,2004,94.0,68.0,17.0,2.0,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Adam Archuleta,2005,70.0,41.0,17.0,3.5,0.0,3.0,1.0,85.0,85.0,85.0,1.0,0.0,1.0
Adam Archuleta,2006,60.0,37.0,8.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Archuleta,2007,61.0,49.0,7.0,2.0,0.0,3.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0
Adam Bethea,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Bighill,2017,21.0,16.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Bob,1989,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Butler,2017,25.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Butler,2018,24.0,9.0,14.0,4.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Adam Butler,2019,31.0,15.0,11.0,7.0,0.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Adam Butler,2020,34.0,15.0,16.0,4.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adam Butler,2021,20.0,8.0,10.0,2.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adam Butler,2023,30.0,16.0,12.0,6.0,0.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Adam Carriker,2007,30.0,16.0,9.0,2.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Adam Carriker,2008,24.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Adam Carriker,2010,39.0,15.0,15.0,2.5,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Adam Carriker,2011,34.0,17.0,15.0,5.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Carriker,2012,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Gotsis,2016,21.0,7.0,12.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0
Adam Gotsis,2017,49.0,32.0,14.0,3.0,0.0,4.0,0.0,0.0,,,0.0,0.0,1.0
Adam Gotsis,2018,43.0,25.0,15.0,4.0,0.0,6.0,0.0,0.0,,,0.0,2.0,1.0
Adam Gotsis,2019,17.0,8.0,5.0,0.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Adam Gotsis,2020,37.0,18.0,19.0,0.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Adam Gotsis,2021,30.0,22.0,7.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Gotsis,2022,29.0,15.0,13.0,1.5,0.0,2.0,0.0,0.0,,,0.0,0.0,2.0
Adam Gotsis,2023,31.0,15.0,11.0,1.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Adam Hayward,2007,15.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Hayward,2008,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Hayward,2009,35.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adam Hayward,2010,45.0,30.0,7.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,2.0
Adam Hayward,2011,41.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Adam Hayward,2012,35.0,20.0,7.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adam Hayward,2013,41.0,28.0,9.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0
Adam Hayward,2014,21.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Adam Jones,2005,53.0,40.0,9.0,0.0,0.0,10.0,0.0,0.0,,,0.0,0.0,0.0
Adam Jones,2006,63.0,45.0,12.0,1.0,0.0,12.0,4.0,130.0,39.0,83.0,1.0,1.0,0.0
Adam Jones,2008,39.0,32.0,5.0,0.0,0.0,8.0,0.0,0.0,,,0.0,1.0,1.0
Adam Jones,2010,25.0,16.0,5.0,0.0,0.0,4.0,1.0,10.0,10.0,10.0,0.0,1.0,2.0
Adam Jones,2011,32.0,30.0,2.0,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Adam Jones,2012,41.0,34.0,5.0,1.0,0.0,10.0,0.0,0.0,,,0.0,1.0,0.0
Adam Jones,2013,65.0,50.0,13.0,0.0,0.0,13.0,3.0,60.0,20.0,60.0,1.0,1.0,2.0
Adam Jones,2014,72.0,57.0,14.0,0.0,0.0,11.0,3.0,23.0,7.7,12.0,0.0,0.0,1.0
Adam Jones,2015,69.0,55.0,12.0,1.0,0.0,13.0,3.0,14.0,4.7,14.0,0.0,1.0,0.0
Adam Jones,2016,66.0,53.0,12.0,0.0,0.0,7.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0
Adam Jones,2017,23.0,19.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Jones,2018,9.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Replogle,2013,7.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Seward,2005,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Seward,2006,25.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Seward,2007,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Seward,2008,16.0,10.0,3.0,1.5,0.0,1.0,1.0,14.0,14.0,14.0,0.0,0.0,1.0
Adam Seward,2009,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adarius Pickett,2019,14.0,12.0,2.0,0.0,0.0,1.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0
Adarius Taylor,2016,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adarius Taylor,2017,31.0,21.0,7.0,1.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Adarius Taylor,2018,63.0,37.0,20.0,1.0,0.0,5.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Adarius Taylor,2019,17.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adarius Taylor,2020,19.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ade Aruna,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ade Aruna,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ade Jimoh,2003,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ade Jimoh,2004,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ade Jimoh,2005,20.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Ade Jimoh,2006,18.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,1.0
Ade Jimoh,2007,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adedayo Odeleye,2022,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adedayo Odeleye,2023,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adetokunbo Ogundeji,2021,41.0,21.0,17.0,1.5,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Adetokunbo Ogundeji,2022,44.0,17.0,23.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adetokunbo Ogundeji,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adetomiwa Adebawore,2023,6.0,5.0,1.0,1.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adewale Ogunleye,2001,3.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adewale Ogunleye,2002,44.0,24.0,12.0,9.5,0.0,3.0,0.0,0.0,,,0.0,3.0,2.0
Adewale Ogunleye,2003,62.0,41.0,19.0,15.0,0.0,5.0,0.0,0.0,,,0.0,2.0,1.0
Adewale Ogunleye,2004,37.0,27.0,9.0,5.0,1.0,2.0,0.0,0.0,,,0.0,3.0,1.0
Adewale Ogunleye,2005,44.0,36.0,4.0,11.0,0.0,5.0,0.0,0.0,,,0.0,2.0,1.0
Adewale Ogunleye,2006,53.0,27.0,16.0,8.5,0.0,3.0,0.0,0.0,,,0.0,2.0,4.0
Adewale Ogunleye,2007,58.0,45.0,5.0,9.0,0.0,3.0,0.0,0.0,,,0.0,6.0,3.0
Adewale Ogunleye,2008,64.0,43.0,14.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adewale Ogunleye,2009,41.0,24.0,13.0,7.5,0.0,0.0,0.0,0.0,,,0.0,1.0,3.0
Adewale Ogunleye,2010,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adewale Ojomo,2012,10.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adewale Ojomo,2013,14.0,9.0,1.0,2.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adolphus Washington,2016,27.0,12.0,11.0,2.5,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Adolphus Washington,2017,35.0,17.0,11.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Adolphus Washington,2018,11.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adonis Alexander,2018,10.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adonis Alexander,2019,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Amos,2016,68.0,55.0,10.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1.0,1.0
Adrian Amos,2017,76.0,67.0,7.0,0.0,0.0,3.0,1.0,90.0,90.0,90.0,1.0,2.0,1.0
Adrian Amos,2018,81.0,62.0,15.0,1.0,0.0,11.0,3.0,27.0,9.0,26.0,0.0,0.0,1.0
Adrian Amos,2019,96.0,71.0,21.0,1.0,0.0,9.0,2.0,12.0,1.5,9.0,0.0,0.0,0.0
Adrian Amos,2020,91.0,69.0,20.0,2.0,0.0,10.0,3.0,47.0,15.7,24.0,0.0,0.0,1.0
Adrian Amos,2021,98.0,71.0,20.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Amos,2022,102.0,66.0,26.0,1.0,0.0,5.0,1.0,26.0,26.0,26.0,0.0,0.0,0.0
Adrian Amos,2023,32.0,26.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Awasom,2005,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Awasom,2006,12.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Awasom,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Awasom,2011,10.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adrian Clayborn,2011,45.0,28.0,14.0,7.5,0.0,0.0,0.0,0.0,,,0.0,3.0,0.0
Adrian Clayborn,2012,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Clayborn,2013,66.0,35.0,21.0,5.5,0.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Adrian Clayborn,2014,5.0,2.0,3.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Clayborn,2015,17.0,15.0,1.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,2.0
Adrian Clayborn,2016,25.0,18.0,4.0,5.5,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Adrian Clayborn,2017,24.0,20.0,4.0,9.5,0.0,0.0,0.0,0.0,,,0.0,3.0,2.0
Adrian Clayborn,2018,16.0,12.0,4.0,4.5,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Adrian Clayborn,2019,18.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Adrian Clayborn,2020,13.0,7.0,6.0,3.5,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adrian Colbert,2017,44.0,38.0,3.0,0.0,0.0,5.0,0.0,0.0,,,0.0,3.0,1.0
Adrian Colbert,2018,27.0,19.0,6.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Colbert,2019,25.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Colbert,2020,13.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Colbert,2021,21.0,11.0,9.0,0.0,0.0,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0
Adrian Colbert,2022,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Colbert,2023,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Adrian Dingle,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Dingle,2000,16.0,10.0,2.0,2.5,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Dingle,2001,11.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Dingle,2002,25.0,21.0,1.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Adrian Dingle,2003,36.0,29.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,2.0,1.0
Adrian Dingle,2004,7.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Adrian Hamilton,2012,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Adrian Hardy,1993,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Hardy,1994,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Adrian Hardy,1995,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Mayes,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Mayes,2005,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian McDonald,2016,9.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0
Adrian Moten,2011,38.0,24.0,6.0,0.0,0.0,4.0,2.0,24.0,12.0,12.0,0.0,0.0,0.0
Adrian Moten,2012,16.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Adrian Phillips,2016,49.0,27.0,15.0,0.0,0.0,5.0,1.0,22.0,22.0,22.0,0.0,0.0,0.0
Adrian Phillips,2017,74.0,45.0,16.0,0.0,0.0,6.0,2.0,13.0,6.5,9.0,0.0,1.0,0.0
Adrian Phillips,2018,116.0,68.0,34.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
Adrian Phillips,2019,44.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Phillips,2020,109.0,64.0,33.0,1.0,0.0,4.0,2.0,5.0,2.5,5.0,0.0,0.0,0.0
Adrian Phillips,2021,104.0,49.0,39.0,0.0,0.0,9.0,4.0,39.0,6.7,26.0,1.0,1.0,0.0
Adrian Phillips,2022,67.0,27.0,27.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Phillips,2023,18.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Robinson,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Robinson,2013,24.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Adrian Ross,1998,20.0,18.0,2.0,0.0,0.0,3.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Adrian Ross,1999,23.0,18.0,3.0,1.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adrian Ross,2000,38.0,32.0,2.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Ross,2001,22.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Ross,2002,25.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Ross,2003,55.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Adrian Tracy,2012,14.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Adrian White,1987,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian White,1988,20.0,19.0,0.0,0.0,0.0,2.0,1.0,29.0,29.0,29.0,0.0,0.0,0.0
Adrian White,1989,26.0,19.0,1.0,0.0,0.0,3.0,2.0,8.0,4.0,9.0,0.0,1.0,0.0
Adrian White,1991,21.0,0.0,5.0,0.0,0.0,1.0,1.0,30.0,30.0,30.0,0.0,0.0,0.0
Adrian White,1992,14.0,11.0,2.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adrian White,1993,21.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Wilson,2001,32.0,19.0,7.0,0.5,0.0,8.0,2.0,97.0,48.5,61.0,1.0,0.0,0.0
Adrian Wilson,2002,91.0,47.0,26.0,1.5,0.0,5.0,4.0,35.0,17.5,35.0,0.0,1.0,0.0
Adrian Wilson,2003,77.0,57.0,9.0,0.0,0.0,8.0,0.0,0.0,,,0.0,2.0,0.0
Adrian Wilson,2004,102.0,63.0,22.0,1.0,0.0,11.0,3.0,62.0,20.7,27.0,0.0,1.0,2.0
Adrian Wilson,2005,109.0,76.0,16.0,8.0,0.0,9.0,1.0,36.0,36.0,36.0,0.0,1.0,2.0
Adrian Wilson,2006,83.0,62.0,8.0,5.0,0.0,10.0,4.0,146.0,36.5,99.0,1.0,4.0,2.0
Adrian Wilson,2007,44.0,31.0,11.0,0.0,0.0,3.0,2.0,20.0,10.0,20.0,0.0,0.0,0.0
Adrian Wilson,2008,106.0,76.0,19.0,4.5,0.0,7.0,2.0,37.0,18.5,28.0,0.0,4.0,0.0
Adrian Wilson,2009,96.0,65.0,18.0,2.0,0.0,16.0,5.0,56.0,11.2,41.0,0.0,1.0,2.0
Adrian Wilson,2010,98.0,73.0,14.0,2.5,0.0,10.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0
Adrian Wilson,2011,65.0,42.0,17.0,0.0,0.0,14.0,1.0,17.0,17.0,17.0,0.0,1.0,0.0
Adrian Wilson,2012,65.0,44.0,18.0,3.0,0.0,7.0,1.0,-2.0,-2.0,-2.0,0.0,1.0,0.0
Adrian Young,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Adrian Young,1969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Adrian Young,1970,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,9.5,13.0,0.0,0.0,0.0
Adrian Young,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Young,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Young,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aeneas Williams,1991,66.0,0.0,8.0,0.0,0.0,10.0,6.0,60.0,9.7,32.0,0.0,1.0,1.0
Aeneas Williams,1992,52.0,40.0,11.0,0.0,0.0,10.0,3.0,25.0,8.3,23.0,0.0,1.0,1.0
