PLAYER,SEASON,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Aaron Thomas,1963,24.0,515.0,21.3,55.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Thomas,1964,43.0,624.0,13.5,42.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Aaron Thomas,1965,27.0,631.0,21.5,71.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Aaron Thomas,1966,43.0,683.0,18.1,50.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Thomas,1967,51.0,877.0,19.0,48.0,9.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Thomas,1968,29.0,449.0,14.4,49.0,4.0,2.0,14.0,7.0,23.0,0.0,0.0,0.0
Aaron Thomas,1969,22.0,348.0,18.1,37.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Thomas,1970,6.0,92.0,17.2,29.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Walker,2003,8.0,116.0,14.5,26.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Walker,2004,10.0,115.0,10.7,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Walker,2005,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Walker,2006,5.0,68.0,13.6,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Walker,2007,2.0,13.0,6.5,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abe Addams,1949,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Abe Croft,1944,9.0,140.0,20.0,67.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Abe Croft,1945,2.0,12.0,6.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ace Sanders,2013,58.0,566.0,10.0,51.0,1.0,3.0,7.0,2.3,4.0,0.0,0.0,0.0
Ace Sanders,2014,7.0,54.0,8.0,24.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Adam Bergen,2005,28.0,270.0,9.8,32.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Bergen,2006,15.0,111.0,7.2,17.0,1.0,0.0,0.0,,,0.0,2.0,2.0
Adam Herzing,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Humphries,2015,36.0,399.0,11.7,27.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adam Humphries,2016,58.0,663.0,11.9,42.0,2.0,5.0,18.0,4.1,8.0,0.0,3.0,0.0
Adam Humphries,2017,69.0,700.0,9.5,43.0,1.0,1.0,6.0,6.0,6.0,0.0,1.0,1.0
Adam Humphries,2018,81.0,855.0,11.5,51.0,5.0,2.0,11.0,5.5,7.0,0.0,2.0,0.0
Adam Humphries,2019,46.0,432.0,9.4,30.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Adam Humphries,2020,23.0,228.0,11.1,23.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adam Humphries,2021,42.0,389.0,8.7,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Jennings,2006,0.0,0.0,,0.0,0.0,1.0,-4.0,-4.0,-4.0,0.0,0.0,0.0
Adam Jennings,2007,6.0,62.0,13.7,28.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adam Jennings,2008,2.0,22.0,11.0,11.0,0.0,0.0,0.0,,,0.0,10.0,8.0
Adam Jennings,2009,2.0,42.0,21.0,39.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Shaheen,2017,18.0,164.0,7.6,31.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adam Shaheen,2018,12.0,119.0,8.8,29.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Shaheen,2019,9.0,74.0,7.9,18.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Adam Shaheen,2020,12.0,150.0,11.4,43.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adam Shaheen,2021,13.0,112.0,9.2,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Shaheen,2022,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Thielen,2014,16.0,236.0,14.6,44.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adam Thielen,2015,19.0,248.0,13.9,39.0,1.0,4.0,89.0,18.5,41.0,0.0,0.0,0.0
Adam Thielen,2016,74.0,1050.0,14.3,71.0,5.0,2.0,15.0,7.5,11.0,0.0,2.0,1.0
Adam Thielen,2017,105.0,1428.0,13.1,65.0,4.0,2.0,10.0,5.0,11.0,0.0,3.0,2.0
Adam Thielen,2018,117.0,1399.0,11.9,68.0,9.0,5.0,30.0,6.0,15.0,0.0,1.0,1.0
Adam Thielen,2019,46.0,676.0,15.8,44.0,6.0,6.0,14.0,2.3,5.0,1.0,1.0,1.0
Adam Thielen,2020,74.0,925.0,12.5,51.0,14.0,3.0,15.0,5.0,8.0,0.0,0.0,0.0
Adam Thielen,2021,67.0,726.0,10.5,35.0,10.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0
Adam Thielen,2022,73.0,766.0,11.2,36.0,6.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Adam Thielen,2023,109.0,1077.0,9.0,32.0,5.0,1.0,6.0,6.0,6.0,0.0,2.0,0.0
Adam Trautman,2020,16.0,175.0,11.2,41.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Trautman,2021,27.0,263.0,9.6,32.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Adam Trautman,2022,19.0,211.0,11.4,22.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Young,2001,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Arrington,2009,3.0,77.0,25.7,47.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Arrington,2010,18.0,324.0,18.4,51.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Arrington,2011,12.0,166.0,13.4,39.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Cooper,1991,11.0,147.0,14.6,47.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Cooper,1992,16.0,197.0,11.6,27.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Adrian Cooper,1993,10.0,122.0,13.2,38.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Adrian Cooper,1994,32.0,363.0,11.0,34.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Adrian Cooper,1995,18.0,207.0,10.6,41.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Cooper,1996,2.0,28.0,14.0,17.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Adrian Madise,2003,2.0,10.0,5.0,5.0,0.0,1.0,10.0,10.0,10.0,0.0,1.0,1.0
Adrian Madise,2004,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian McBride,1987,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrien Robinson,2012,4.0,38.0,9.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrien Robinson,2013,1.0,4.0,4.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrien Robinson,2014,9.0,134.0,13.1,33.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Ahmad Merritt,2001,2.0,20.0,10.0,13.0,0.0,1.0,47.0,47.0,47.0,1.0,0.0,0.0
Ahmad Merritt,2002,14.0,100.0,6.7,25.0,0.0,1.0,5.0,5.0,5.0,0.0,3.0,2.0
Ahmad Merritt,2003,3.0,50.0,16.7,25.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Ahmad Rashad,1972,29.0,500.0,18.5,98.0,3.0,9.0,44.0,6.5,15.0,0.0,5.0,0.0
Ahmad Rashad,1973,30.0,409.0,12.7,65.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Ahmad Rashad,1974,37.0,458.0,12.5,29.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Ahmad Rashad,1976,60.0,787.0,14.3,47.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Ahmad Rashad,1977,56.0,736.0,13.0,48.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Ahmad Rashad,1978,73.0,853.0,11.2,58.0,9.0,0.0,0.0,,,0.0,2.0,0.0
Ahmad Rashad,1979,80.0,1156.0,14.3,52.0,9.0,0.0,0.0,,,0.0,2.0,0.0
Ahmad Rashad,1980,70.0,1118.0,19.3,76.0,5.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Ahmad Rashad,1981,58.0,884.0,16.0,53.0,7.0,0.0,0.0,,,0.0,1.0,1.0
Ahmad Rashad,1982,23.0,233.0,9.5,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Airese Currie,2005,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Airese Currie,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Akwasi Owusu Ansah,2011,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Baldwin,1950,28.0,555.0,21.1,85.0,3.0,0.0,0.0,,,0.0,3.0,0.0
Al Barnes,1971,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Barnes,1972,4.0,58.0,15.3,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Al Barnes,1973,3.0,43.0,14.3,23.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Al Chandler,1973,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Chandler,1974,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Chandler,1976,6.0,50.0,9.4,29.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Al Chandler,1977,7.0,68.0,9.1,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Chandler,1978,32.0,380.0,10.7,47.0,8.0,0.0,0.0,,,0.0,0.0,0.0
Al Chandler,1979,12.0,102.0,11.7,28.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Al Coppage,1940,15.0,163.0,11.3,42.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Al Coppage,1941,8.0,117.0,13.3,40.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Coppage,1942,20.0,196.0,9.6,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Darby,1976,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Darby,1978,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Denson,1964,25.0,383.0,15.7,82.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Al Denson,1965,9.0,102.0,11.9,20.0,0.0,1.0,-4.0,-4.0,-4.0,0.0,0.0,0.0
Al Denson,1966,36.0,725.0,19.6,65.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Al Denson,1967,46.0,899.0,22.5,68.0,11.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
Al Denson,1968,34.0,586.0,16.9,44.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Al Denson,1969,53.0,809.0,14.9,62.0,10.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Al Denson,1970,47.0,646.0,15.1,42.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Al Denson,1971,10.0,125.0,13.5,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Dixon,1977,6.0,78.0,11.6,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Dixon,1978,18.0,376.0,21.1,47.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Al Dixon,1979,4.0,36.0,9.0,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Dixon,1980,7.0,115.0,18.0,32.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Al Dixon,1981,29.0,356.0,12.5,48.0,2.0,1.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
Al Dixon,1982,18.0,251.0,13.3,37.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Al Dixon,1983,4.0,54.0,13.5,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Dixon,1984,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Dodd,1967,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Dodd,1969,37.0,600.0,17.5,52.0,1.0,3.0,12.0,4.0,9.0,0.0,0.0,0.0
Al Dodd,1970,28.0,484.0,16.0,45.0,1.0,5.0,31.0,5.4,16.0,0.0,1.0,0.0
Al Dodd,1971,15.0,298.0,21.7,49.0,0.0,1.0,7.0,7.0,7.0,0.0,2.0,0.0
Al Dodd,1973,19.0,291.0,15.9,25.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Al Dodd,1974,12.0,130.0,11.2,17.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Al Edwards,1990,3.0,23.0,7.7,12.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Al Edwards,1991,24.0,246.0,10.9,33.0,1.0,1.0,17.0,17.0,17.0,0.0,2.0,2.0
Al Edwards,1992,2.0,25.0,12.5,20.0,0.0,1.0,8.0,8.0,8.0,0.0,1.0,1.0
Al Greer,1963,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Hust,1946,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Krueger,1941,7.0,123.0,19.2,35.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Al Krueger,1942,9.0,65.0,6.8,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Lawson,1964,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Marshall,1974,1.0,17.0,17.0,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Al Norgard,1934,3.0,29.0,12.8,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Olszewski,1945,2.0,28.0,14.0,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Rose,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Rose,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Rose,1932,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Rose,1933,6.0,89.0,14.4,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Al Rose,1934,6.0,117.0,20.7,36.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Al Rose,1935,8.0,91.0,10.9,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Snyder,1964,1.0,12.0,12.0,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Snyder,1966,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Swain,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Sykes,1971,1.0,15.0,15.0,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Teeter,1932,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Toon,1985,55.0,755.0,13.6,78.0,3.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Al Toon,1986,94.0,1317.0,13.7,62.0,9.0,2.0,-3.0,-1.5,2.0,0.0,4.0,0.0
Al Toon,1987,68.0,976.0,15.0,58.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Al Toon,1988,93.0,1067.0,12.1,42.0,5.0,1.0,5.0,5.0,5.0,0.0,2.0,1.0
Al Toon,1989,63.0,693.0,12.0,37.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Al Toon,1990,57.0,757.0,12.1,46.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Al Toon,1991,82.0,1059.0,13.6,32.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Al Toon,1992,31.0,311.0,11.3,32.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Al Williams,1987,12.0,247.0,22.9,57.0,1.0,1.0,11.0,11.0,11.0,0.0,1.0,1.0
Al Young,1971,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Young,1972,11.0,144.0,12.6,33.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alan Cross,2017,12.0,117.0,9.8,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alan Cross,2018,5.0,36.0,6.0,14.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Albert Bell,1988,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Albert Connell,1997,9.0,138.0,14.1,41.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Albert Connell,1998,28.0,451.0,15.6,61.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Albert Connell,1999,68.0,1226.0,18.6,62.0,8.0,1.0,8.0,8.0,8.0,0.0,1.0,1.0
Albert Connell,2000,39.0,762.0,18.7,77.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Albert Connell,2001,12.0,191.0,14.7,46.0,2.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Albert Johnson,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Albert Johnson,2003,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Albert Okwuegbunam,2020,11.0,121.0,11.8,27.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Albert Okwuegbunam,2021,36.0,353.0,9.9,64.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Albert Okwuegbunam,2022,14.0,127.0,9.3,26.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Albert Wilson,2014,23.0,309.0,12.0,48.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Albert Wilson,2015,45.0,548.0,12.4,44.0,3.0,7.0,37.0,5.8,9.0,0.0,0.0,0.0
Albert Wilson,2016,36.0,299.0,9.5,42.0,3.0,3.0,51.0,17.0,55.0,1.0,0.0,0.0
Albert Wilson,2017,47.0,597.0,14.2,63.0,3.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0
Albert Wilson,2018,35.0,471.0,13.8,75.0,4.0,8.0,16.0,1.3,5.0,0.0,0.0,0.0
Albert Wilson,2019,45.0,367.0,7.7,35.0,1.0,6.0,43.0,5.5,28.0,0.0,0.0,0.0
Albert Wilson,2021,25.0,213.0,9.0,64.0,0.0,4.0,17.0,2.5,14.0,0.0,0.0,0.0
Albert Wilson,2022,2.0,22.0,11.0,20.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Aldrick Robinson,2011,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Aldrick Robinson,2012,19.0,369.0,23.3,68.0,4.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0
Aldrick Robinson,2013,25.0,477.0,18.5,62.0,2.0,3.0,-4.0,-1.3,9.0,0.0,0.0,0.0
Aldrick Robinson,2014,12.0,156.0,11.3,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Aldrick Robinson,2016,29.0,546.0,15.8,68.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Aldrick Robinson,2017,22.0,382.0,15.9,63.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Aldrick Robinson,2018,19.0,299.0,19.0,40.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Alec Pierce,2022,44.0,629.0,14.6,47.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Alec Pierce,2023,32.0,514.0,18.3,58.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bachman,2019,2.0,24.0,12.0,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bachman,2020,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bachman,2021,3.0,39.0,11.2,21.0,1.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0
Alex Bachman,2022,19.0,166.0,8.0,22.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bachman,2023,2.0,11.0,5.5,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bannister,2001,4.0,50.0,12.5,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bannister,2002,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bannister,2003,4.0,69.0,14.2,31.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bannister,2004,2.0,10.0,5.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bannister,2005,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bannister,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bayer,2014,10.0,135.0,13.6,42.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Ellis,2016,8.0,60.0,7.1,12.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Alex Ellis,2017,7.0,58.0,8.1,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Ellis,2018,10.0,93.0,9.2,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Ellis,2019,3.0,28.0,9.2,14.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Ellis,2021,6.0,46.0,5.1,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Erickson,2016,13.0,148.0,11.4,22.0,2.0,2.0,11.0,5.5,8.0,0.0,3.0,0.0
Alex Erickson,2017,24.0,369.0,14.6,37.0,1.0,6.0,19.0,3.2,14.0,0.0,6.0,1.0
Alex Erickson,2018,26.0,253.0,8.7,28.0,0.0,3.0,22.0,7.3,14.0,0.0,1.0,1.0
Alex Erickson,2019,50.0,571.0,10.5,52.0,0.0,6.0,39.0,8.0,17.0,0.0,4.0,2.0
Alex Erickson,2020,12.0,139.0,9.5,42.0,0.0,5.0,7.0,1.4,7.0,0.0,2.0,2.0
Alex Erickson,2021,7.0,98.0,15.3,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Erickson,2022,10.0,136.0,16.6,40.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Alex Erickson,2023,25.0,317.0,13.7,27.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Alex Gray,2017,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Gray,2018,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Gray,2019,2.0,15.0,7.5,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Hawkins,1966,44.0,661.0,14.2,42.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Alex Hawkins,1967,29.0,481.0,16.0,54.0,4.0,29.0,481.0,16.0,54.0,4.0,0.0,0.0
Alex Higdon,1988,3.0,60.0,20.0,34.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Alex Holmes,2005,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Johnson,1991,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Piasecky,1943,4.0,39.0,10.7,22.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Piasecky,1944,8.0,77.0,9.5,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Piasecky,1945,1.0,18.0,18.0,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Urban,1941,2.0,26.0,13.0,14.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Urban,1944,1.0,10.0,10.0,10.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Alex Van Dyke,1996,17.0,118.0,6.9,12.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Van Dyke,1997,3.0,53.0,17.8,18.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Alex Van Dyke,1998,6.0,56.0,10.5,16.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Alex Van Dyke,1999,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Van Dyke,2000,1.0,8.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Wesley,2019,1.0,18.0,18.0,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alexander Hollins,2019,5.0,72.0,13.5,35.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Alexander Hollins,2020,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alexander Hollins,2021,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alexander Wright,1990,11.0,104.0,9.9,20.0,0.0,3.0,26.0,8.7,14.0,0.0,1.0,0.0
Alexander Wright,1991,11.0,177.0,18.1,53.0,0.0,2.0,-1.0,-0.5,3.0,0.0,1.0,0.0
Alexander Wright,1992,24.0,350.0,15.5,41.0,4.0,0.0,0.0,,,0.0,2.0,0.0
Alexander Wright,1993,28.0,485.0,20.1,68.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Alexander Wright,1994,16.0,294.0,22.6,76.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Alexander Wright,1995,23.0,368.0,14.9,50.0,2.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0
Alexander Wright,1996,2.0,24.0,12.0,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jackson,1989,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jackson,1990,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jackson,1991,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jackson,1992,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jenkins,1975,38.0,767.0,18.6,68.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Alfred Jenkins,1976,41.0,710.0,17.2,34.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jenkins,1977,39.0,677.0,17.3,73.0,4.0,2.0,7.0,3.5,9.0,0.0,2.0,0.0
Alfred Jenkins,1978,2.0,28.0,14.0,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jenkins,1979,50.0,858.0,15.8,57.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Alfred Jenkins,1980,62.0,1190.0,19.4,60.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jenkins,1981,70.0,1358.0,20.2,67.0,13.0,0.0,0.0,,,0.0,3.0,3.0
Alfred Jenkins,1982,26.0,399.0,15.5,43.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Jenkins,1983,38.0,487.0,13.6,26.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,1992,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,1993,13.0,142.0,13.0,28.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,1994,31.0,351.0,10.3,43.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,1995,38.0,341.0,9.4,26.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Alfred Pupunu,1996,24.0,271.0,9.0,41.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Alfred Pupunu,1997,3.0,21.0,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,1998,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,1999,4.0,17.0,4.0,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Pupunu,2000,3.0,32.0,9.5,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
