PLAYER,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
Alex Smail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Tchangam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Wright,61.0,26.0,28.0,5.0,0.0,7.0,0.0,0.0,,,0.0,2.0,2.0
Alexander Myres,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alfonso Boone,170.0,106.0,37.0,15.5,0.0,16.0,0.0,0.0,,,0.0,2.0,3.0
Alfonso Marshall,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alfonzo Dennard,104.0,91.0,11.0,0.0,0.0,22.0,7.0,122.0,18.1,87.0,1.0,3.0,0.0
Alfred Fincher,48.0,23.0,11.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Alfred Jackson,45.0,42.0,3.0,0.0,0.0,10.0,4.0,50.0,12.5,37.0,1.0,1.0,0.0
Alfred Malone,17.0,9.0,5.0,1.5,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Alfred Oglesby,111.0,53.0,25.0,5.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Alfred Williams,337.0,239.0,59.0,61.5,2.0,36.0,0.0,0.0,,,0.0,13.0,5.0
Ali Gaye,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ali Highsmith,37.0,25.0,4.0,0.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Alijah Holder,12.0,10.0,1.0,0.0,0.0,1.0,1.0,27.0,27.0,27.0,0.0,0.0,0.0
Alim McNeill,118.0,42.0,67.0,9.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Allan Ellis,29.0,26.0,0.0,0.0,0.0,15.0,23.0,210.0,9.8,25.0,1.0,0.0,0.0
Allan George,24.0,15.0,6.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Allan Webb,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58.0,8.6,21.0,0.0,0.0,3.0
Allen Aldridge,515.0,363.0,137.0,11.5,0.0,23.0,2.0,4.0,2.0,4.0,0.0,6.0,5.0
Allen Bailey,285.0,174.0,96.0,26.0,1.0,8.0,0.0,0.0,,,0.0,6.0,7.0
Allen Bradford,85.0,49.0,20.0,0.0,0.0,4.0,0.0,0.0,,,0.0,1.0,0.0
Allen Lyday,61.0,45.0,7.0,0.0,0.0,10.0,4.0,36.0,9.0,24.0,0.0,0.0,1.0
Allen Rossum,164.0,120.0,16.0,2.0,0.0,16.0,4.0,46.0,11.5,14.0,0.0,0.0,1.0
Allen Trammel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Allie White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alohi Gilman,200.0,113.0,64.0,0.0,0.0,15.0,4.0,18.0,4.5,18.0,0.0,4.0,4.0
Alontae Taylor,126.0,90.0,27.0,1.0,0.0,27.0,2.0,16.0,8.0,16.0,0.0,1.0,0.0
Alonzo Hampton,23.0,7.0,1.0,0.0,0.0,4.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0
Alonzo Jackson,58.0,24.0,13.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alonzo Mitz,122.0,48.0,27.0,8.0,0.0,5.0,2.0,11.0,5.5,8.0,0.0,2.0,3.0
Alonzo Spellman,228.0,166.0,56.0,44.0,0.0,21.0,1.0,31.0,31.0,31.0,0.0,9.0,3.0
Alphonso Carreker,188.0,167.0,14.0,25.0,0.0,10.0,1.0,6.0,6.0,6.0,0.0,3.0,3.0
Alphonso Hodge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alphonso Smith,114.0,85.0,18.0,0.0,0.0,24.0,9.0,163.0,18.2,51.0,2.0,2.0,3.0
Alphonso Taylor,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alshermond Singleton,118.0,68.0,26.0,2.0,0.0,5.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
Alterraun Verner,517.0,374.0,86.0,0.5,0.0,88.0,18.0,250.0,11.9,34.0,2.0,8.0,6.0
Alton Montgomery,106.0,75.0,19.0,3.0,0.0,10.0,3.0,114.0,38.0,71.0,1.0,2.0,4.0
Alton Robinson,59.0,29.0,21.0,6.5,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Alundis Brice,25.0,21.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Alva Liles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alvin Bowen,15.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alvin Hall,255.0,228.0,10.0,1.0,0.0,20.0,7.0,144.0,20.6,60.0,1.0,2.0,2.0
Alvin Haymond,2.0,0.0,0.0,0.0,0.0,0.0,10.0,178.0,16.9,52.0,2.0,0.0,2.0
Alvin Horn,9.0,8.0,0.0,0.0,0.0,3.0,1.0,28.0,28.0,28.0,0.0,0.0,0.0
Alvin Jones,18.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alvin McKinley,241.0,99.0,87.0,12.5,0.0,4.0,0.0,0.0,,,0.0,2.0,2.0
Alvin Mitchell,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alvin Porter,58.0,40.0,5.0,0.0,0.0,2.0,1.0,-3.0,-3.0,-3.0,0.0,1.0,0.0
Alvin Toles,85.0,73.0,8.0,0.0,0.0,5.0,0.0,0.0,,,0.0,2.0,1.0
Alvin Walton,391.0,329.0,25.0,8.0,0.0,42.0,13.0,274.0,21.7,61.0,2.0,2.0,4.0
Alvin Wright,249.0,164.0,31.0,8.0,0.0,8.0,0.0,0.0,,,0.0,0.0,1.0
Alvin Wyatt,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82.0,16.4,49.0,1.0,0.0,2.0
Alvoid Mays,127.0,106.0,8.0,2.0,0.0,25.0,5.0,53.0,8.9,32.0,1.0,4.0,0.0
Alyn Beals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Amani Bledsoe,26.0,11.0,14.0,0.5,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Amani Hooker,289.0,193.0,71.0,0.0,0.0,26.0,9.0,59.0,6.6,21.0,0.0,4.0,2.0
Amani Oruwariye,201.0,159.0,33.0,0.0,0.0,30.0,9.0,73.0,8.1,50.0,0.0,0.0,2.0
Amare Barno,36.0,21.0,9.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Amari Burney,28.0,15.0,10.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Amari Coleman,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Amari Spievey,179.0,141.0,32.0,2.0,0.0,9.0,6.0,82.0,13.7,30.0,0.0,0.0,1.0
Amarlo Herrera,19.0,14.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Ambry Thomas,123.0,94.0,20.0,0.0,0.0,14.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0
Amechi Uzodinma,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ameer Speed,11.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Amen Ogbongbemiga,61.0,26.0,21.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Amik Robertson,143.0,98.0,32.0,2.0,0.0,16.0,4.0,47.0,11.8,40.0,0.0,2.0,1.0
Amobi Okoye,194.0,99.0,63.0,20.0,0.0,6.0,0.0,0.0,,,0.0,3.0,2.0
Amon Gordon,99.0,62.0,25.0,6.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Amos Martin,15.0,11.0,1.0,0.0,0.0,0.0,3.0,39.0,13.0,28.0,0.0,1.0,1.0
Anderson Russell,41.0,33.0,4.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Andre Anthony,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Branch,209.0,133.0,69.0,28.0,0.0,16.0,1.0,21.0,21.0,21.0,0.0,8.0,4.0
Andre Carter,547.0,333.0,141.0,81.5,1.0,27.0,0.0,0.0,,,0.0,18.0,5.0
Andre Chachere,98.0,68.0,19.0,0.0,0.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Andre Cisco,183.0,111.0,53.0,1.5,0.0,20.0,7.0,140.0,19.4,59.0,1.0,3.0,0.0
Andre Coleman,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Collins,617.0,463.0,75.0,27.0,0.0,36.0,13.0,279.0,21.5,92.0,3.0,5.0,5.0
Andre Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Dyson,329.0,241.0,38.0,1.0,0.0,88.0,23.0,329.0,15.2,72.0,4.0,4.0,1.0
Andre Fluellen,130.0,73.0,49.0,11.0,0.0,4.0,0.0,0.0,,,0.0,2.0,2.0
Andre Frazier,91.0,48.0,7.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Andre Hal,239.0,145.0,72.0,1.0,0.0,39.0,16.0,251.0,16.6,77.0,3.0,2.0,0.0
Andre Jones,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Lott,43.0,35.0,3.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Andre Mintze,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Neblett,55.0,36.0,16.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Andre Powell,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Purvis,11.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andre Royal,180.0,142.0,32.0,6.0,0.0,6.0,0.0,0.0,,,0.0,4.0,1.0
Andre Tippett,620.0,471.0,91.0,101.0,0.0,18.0,1.0,42.0,10.0,32.0,0.0,15.0,19.0
Andre Townsend,174.0,147.0,12.0,23.0,0.0,5.0,0.0,0.0,,,0.0,2.0,7.0
Andre Wadsworth,97.0,67.0,24.0,10.0,0.0,7.0,1.0,23.0,23.0,23.0,0.0,4.0,3.0
Andre Waters,520.0,377.0,53.0,3.5,0.0,35.0,15.0,164.0,11.7,63.0,0.0,13.0,10.0
Andre Weathers,16.0,13.0,2.0,0.0,0.0,2.0,1.0,8.0,8.0,8.0,1.0,0.0,1.0
Andre Woolfolk,131.0,87.0,21.0,0.0,0.0,20.0,3.0,32.0,10.7,25.0,0.0,1.0,1.0
Andre Young,123.0,90.0,18.0,2.0,0.0,19.0,6.0,89.0,14.7,40.0,1.0,3.0,4.0
Andrew Adams,314.0,210.0,66.0,0.0,0.0,33.0,10.0,178.0,20.5,76.0,1.0,3.0,0.0
Andrew Billings,157.0,76.0,72.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Booth,29.0,21.0,5.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Brown,38.0,20.0,16.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Davison,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Dowell,34.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,0.0
Andrew Farmer,10.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Gachkar,209.0,130.0,40.0,3.0,0.0,4.0,1.0,-2.0,-2.0,-2.0,0.0,1.0,2.0
Andrew Jackson,19.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Melontree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Andrew Provence,65.0,49.0,10.0,5.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0
Andrew Sendejo,630.0,423.0,166.0,5.5,0.0,33.0,10.0,134.0,13.4,36.0,0.0,3.0,4.0
Andrew Stewart,16.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Andrew Trumbetti,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andrew Van Ginkel,263.0,136.0,87.0,17.5,0.0,21.0,2.0,56.0,28.0,33.0,1.0,4.0,3.0
Andrew Wingard,281.0,182.0,68.0,2.0,0.0,9.0,5.0,67.0,13.4,23.0,0.0,3.0,1.0
Andy Bowers,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Bowling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Andy Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Dorris,53.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,7.0
Andy Gump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Harmon,246.0,198.0,47.0,39.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
Andy Hawkins,148.0,121.0,14.0,5.3,0.0,15.0,0.0,0.0,,,0.0,1.0,4.0
Andy Headen,126.0,101.0,18.0,19.5,0.0,15.0,6.0,37.0,6.2,20.0,0.0,5.0,3.0
Andy Hendel,39.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Katzenmoyer,100.0,49.0,22.0,3.5,0.0,5.0,1.0,57.0,57.0,57.0,1.0,0.0,0.0
Andy Mulumba,56.0,28.0,21.0,2.5,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Andy Nacrelli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Nelson,0.0,0.0,0.0,0.0,0.0,2.0,34.0,395.0,9.8,69.0,3.0,0.0,3.0
Andy Nemecek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Rice,18.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
Andy Robustelli,8.0,5.0,0.0,0.0,1.0,0.0,2.0,24.0,12.0,14.0,2.0,0.0,24.0
Andy Russell,48.0,40.0,4.0,0.0,0.0,12.0,19.0,238.0,12.5,45.0,1.0,1.0,11.0
Andy Sabados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Salata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Andy Selfridge,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,12.0,0.0,0.0,2.0
Andy Spiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Andy Studebaker,151.0,89.0,34.0,4.5,0.0,10.0,2.0,96.0,48.0,94.0,0.0,2.0,4.0
Andy Stynchula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.0
Andy Von Sonn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anfernee Jennings,123.0,61.0,42.0,5.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Anfernee Orji,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Angel Rubio,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Angelo Blackson,207.0,107.0,85.0,10.5,1.0,10.0,1.0,6.0,6.0,6.0,0.0,1.0,4.0
Angelo Crowell,344.0,161.0,104.0,7.0,1.0,17.0,5.0,8.0,1.6,5.0,0.0,4.0,1.0
Angelo James,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Angelo King,149.0,130.0,4.0,6.0,0.0,4.0,0.0,0.0,,,0.0,1.0,2.0
Angelo Snipes,97.0,76.0,6.0,10.0,0.0,5.0,1.0,16.0,16.0,16.0,0.0,1.0,2.0
Anthone Lott,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Adams,291.0,187.0,66.0,11.5,0.0,10.0,0.0,0.0,,,0.0,3.0,3.0
Anthony Anderson,2.0,0.0,2.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Averett,133.0,109.0,19.0,0.0,0.0,29.0,3.0,21.0,7.0,21.0,0.0,0.0,0.0
Anthony Barr,624.0,388.0,199.0,21.0,1.0,36.0,6.0,63.0,11.5,32.0,0.0,10.0,11.0
Anthony Bass,34.0,28.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Anthony Bell,354.0,276.0,42.0,11.0,0.0,23.0,2.0,13.0,6.5,13.0,0.0,2.0,4.0
Anthony Blaylock,180.0,138.0,11.0,5.0,0.0,49.0,6.0,48.0,8.0,45.0,0.0,2.0,1.0
Anthony Brown,371.0,282.0,72.0,5.0,0.0,65.0,11.0,158.0,14.4,59.0,2.0,5.0,1.0
Anthony Bryant,24.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Anthony Burke,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Cannon,33.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Anthony Chesley,30.0,23.0,5.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,1.0
Anthony Chickillo,143.0,75.0,47.0,12.5,0.0,5.0,0.0,0.0,,,0.0,3.0,3.0
Anthony Coleman,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Cook,142.0,94.0,46.0,17.0,1.0,1.0,0.0,0.0,,,0.0,1.0,3.0
Anthony Copeland,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Denman,23.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Dickerson,219.0,168.0,23.0,16.5,1.0,27.0,6.0,58.0,7.0,34.0,0.0,4.0,8.0
Anthony Dorsett,345.0,221.0,65.0,2.0,0.0,23.0,3.0,108.0,36.0,43.0,2.0,2.0,3.0
Anthony Dunn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Fieldings,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Fields,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Florence,4.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Anthony Floyd,59.0,29.0,15.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Anthony Gaitor,25.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Griggs,314.0,230.0,38.0,4.0,0.0,20.0,3.0,61.0,20.3,32.0,0.0,2.0,2.0
Anthony Harris,418.0,252.0,153.0,2.0,0.0,37.0,13.0,133.0,10.6,33.0,1.0,1.0,4.0
Anthony Harrison,6.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Anthony Henry,529.0,410.0,83.0,2.0,0.0,115.0,32.0,529.0,16.8,97.0,3.0,5.0,2.0
Anthony Henton,44.0,35.0,3.0,1.0,0.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Anthony Herron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Hitchens,819.0,442.0,330.0,7.5,0.0,16.0,2.0,8.0,4.0,8.0,0.0,6.0,0.0
Anthony Howard,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Anthony Kendall,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Lanier,40.0,22.0,11.0,8.0,0.0,10.0,0.0,0.0,,,0.0,2.0,2.0
Anthony Levine,219.0,161.0,24.0,6.0,0.0,22.0,5.0,46.0,9.2,20.0,0.0,1.0,3.0
Anthony Maddox,57.0,29.0,15.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Anthony Madison,173.0,112.0,19.0,1.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
Anthony Malbrough,20.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Marshall,147.0,112.0,26.0,6.0,0.0,14.0,7.0,20.0,2.9,20.0,0.0,4.0,3.0
Anthony McFarland,326.0,165.0,105.0,29.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0
Anthony Mitchell,159.0,104.0,23.0,2.0,0.0,3.0,3.0,62.0,20.7,32.0,0.0,0.0,1.0
Anthony Montgomery,85.0,35.0,27.0,3.0,0.0,6.0,0.0,0.0,,,0.0,0.0,2.0
Anthony Nelson,164.0,87.0,60.0,17.5,0.0,4.0,0.0,0.0,,,0.0,5.0,3.0
Anthony Newman,586.0,442.0,102.0,1.0,0.0,76.0,21.0,256.0,12.8,58.0,1.0,3.0,11.0
Anthony Parker,29.0,23.0,3.0,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Phillips,56.0,50.0,6.0,0.0,0.0,10.0,2.0,43.0,21.5,43.0,0.0,0.0,0.0
Anthony Pittman,63.0,28.0,19.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Anthony Pleasant,496.0,314.0,113.0,59.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0
Anthony Poindexter,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Anthony Prior,49.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Anthony Rush,53.0,27.0,22.0,0.5,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Anthony Sagnella,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Schlegel,34.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Shelton,42.0,14.0,5.0,1.0,0.0,3.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Anthony Simmons,601.0,348.0,139.0,10.0,0.0,27.0,9.0,131.0,14.6,36.0,2.0,7.0,1.0
Anthony Smith,295.0,218.0,43.0,2.0,0.0,37.0,14.0,328.0,23.4,50.0,0.0,1.0,5.0
Anthony Spears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Spencer,430.0,269.0,124.0,38.5,0.0,17.0,1.0,-3.0,-3.0,-3.0,0.0,14.0,6.0
Anthony Thompson,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Toribio,31.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Tuggle,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Walker,554.0,295.0,204.0,4.5,0.0,19.0,3.0,22.0,7.3,11.0,0.0,2.0,4.0
Anthony Walters,45.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Anthony Washington,85.0,75.0,4.0,0.0,0.0,36.0,9.0,83.0,10.5,35.0,0.0,3.0,2.0
Anthony Waters,40.0,25.0,6.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,2.0
Anthony Weaver,264.0,145.0,59.0,15.5,0.0,20.0,3.0,30.0,10.0,21.0,0.0,5.0,5.0
Anthony Winbush,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Anthony Wint,13.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Anthony Young,60.0,45.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
Anthony Zettel,106.0,64.0,34.0,9.5,0.0,1.0,0.0,0.0,,,0.0,2.0,1.0
Antico Dalton,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Antoine Bennett,23.0,20.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,1.0
Antoine Bethea,1473.0,940.0,376.0,9.5,0.0,93.0,30.0,370.0,12.5,49.0,1.0,11.0,7.0
Antoine Cash,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Antoine Cason,526.0,391.0,80.0,0.0,0.0,83.0,20.0,500.0,26.1,80.0,2.0,12.0,4.0
Antoine Harris,32.0,23.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Antoine Simpson,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Antoine Winfield,1153.0,863.0,171.0,8.5,0.0,121.0,29.0,270.0,9.3,56.0,2.0,15.0,11.0
Anton Palepoi,72.0,37.0,17.0,7.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Anton Peters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Antone Exum,121.0,86.0,19.0,2.0,0.0,14.0,3.0,76.0,25.3,34.0,1.0,2.0,4.0
Antonio Allen,147.0,101.0,40.0,2.5,0.0,17.0,3.0,52.0,17.3,23.0,3.0,1.0,1.0
Antonio Anderson,29.0,21.0,8.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Antonio Armstrong,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Antonio Banks,44.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Antonio Cochran,173.0,94.0,41.0,15.5,0.0,8.0,2.0,9.0,4.5,9.0,0.0,6.0,3.0
Antonio Coleman,33.0,18.0,7.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Antonio Cromartie,489.0,407.0,46.0,0.0,0.0,131.0,37.0,734.0,18.5,70.0,4.0,5.0,5.0
Antonio Dingle,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Antonio Dixon,80.0,52.0,19.0,3.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Antonio Edwards,119.0,81.0,36.0,16.0,1.0,2.0,0.0,0.0,,,0.0,1.0,2.0
Antonio Garay,156.0,79.0,50.0,9.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Antonio Gibson,135.0,117.0,10.0,5.0,0.0,40.0,3.0,60.0,20.0,43.0,0.0,0.0,4.0
Antonio Goss,104.0,78.0,4.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
