PLAYER,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Anthony Landry,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Lynn,28.0,177.0,8.2,67.0,0.0,3.0,35.0,14.0,21.0,0.0,0.0,0.0
Anthony McDowell,37.0,145.0,3.5,23.0,0.0,64.0,477.0,7.6,51.0,4.0,3.0,2.0
Anthony Sherman,29.0,76.0,2.4,9.0,1.0,83.0,610.0,7.3,36.0,6.0,2.0,1.0
Anthony Sherrell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Anthony Steels,21.0,79.0,3.1,22.0,0.0,5.0,22.0,4.4,6.0,0.0,4.0,4.0
Anthony Thomas,1102.0,4019.0,3.1,67.0,23.0,118.0,780.0,6.4,30.0,1.0,8.0,5.0
Anthony Toney,651.0,2312.0,3.4,44.0,15.0,128.0,1075.0,7.7,47.0,5.0,14.0,10.0
Anthony Wallace,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Antone Smith,176.0,813.0,5.9,50.0,6.0,50.0,642.0,12.3,74.0,4.0,5.0,4.0
Antonio Andrews,207.0,831.0,4.0,47.0,7.0,29.0,234.0,8.8,26.0,0.0,3.0,1.0
Antonio Pittman,143.0,564.0,3.8,43.0,1.0,24.0,169.0,7.0,27.0,0.0,1.0,0.0
Antonio Williams,35.0,171.0,4.5,19.0,3.0,12.0,74.0,7.2,20.0,0.0,2.0,0.0
Antowain Smith,1922.0,7431.0,3.8,59.0,58.0,140.0,1007.0,6.5,41.0,3.0,25.0,18.0
Archie Erehart,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Archie Griffin,696.0,2833.0,3.9,77.0,7.0,195.0,1621.0,8.5,52.0,6.0,17.0,2.0
Arda Bowser,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Arian Foster,1671.0,7456.0,4.3,74.0,65.0,295.0,2598.0,8.8,78.0,15.0,20.0,13.0
Arlen Harris,167.0,497.0,3.2,20.0,6.0,41.0,312.0,8.0,26.0,0.0,4.0,2.0
Armando Allen,76.0,297.0,2.7,49.0,1.0,13.0,118.0,9.0,20.0,2.0,2.0,1.0
Armin Mahrt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Armond Smith,101.0,425.0,4.0,81.0,2.0,6.0,44.0,7.5,17.0,0.0,3.0,2.0
Arnie Herber,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Arnie Horween,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Arnie Oehlrich,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Arnie Wyman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Arnold Mickens,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Arnold Morgado,285.0,956.0,3.1,19.0,15.0,19.0,150.0,7.6,22.0,1.0,3.0,0.0
Arrike James,0.0,0.0,,,0.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0
Arrington Jones,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,1.0
Art Baker,154.0,507.0,2.8,35.0,3.0,9.0,85.0,7.2,29.0,0.0,1.0,0.0
Art Beckley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Art Best,8.0,31.0,4.1,6.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Art Davis,5.0,6.0,0.5,9.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Art Faircloth,11.0,8.0,0.5,7.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Art Haley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Art Jones,78.0,303.0,4.0,34.0,4.0,9.0,129.0,20.6,59.0,1.0,1.0,0.0
Art Macioszczyk,46.0,159.0,3.8,12.0,0.0,6.0,48.0,7.8,21.0,0.0,3.0,0.0
Art Malone,635.0,2457.0,3.7,27.0,19.0,161.0,1465.0,8.9,57.0,6.0,20.0,0.0
Art Matsu,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Art Murakowski,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Art Perkins,85.0,251.0,2.5,20.0,6.0,22.0,144.0,5.6,17.0,0.0,5.0,0.0
Art Pharmer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Art Schmaehl,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Art Strutt,130.0,291.0,2.5,0.0,1.0,18.0,278.0,14.8,58.0,0.0,0.0,0.0
Art Van Tone,30.0,45.0,0.8,26.0,1.0,18.0,416.0,23.5,72.0,5.0,1.0,0.0
Art Whittington,462.0,1607.0,3.1,42.0,13.0,89.0,849.0,10.0,55.0,3.0,14.0,3.0
Artavis Pierce,23.0,123.0,5.2,51.0,1.0,3.0,10.0,3.0,4.0,0.0,0.0,0.0
Arthur Green,14.0,51.0,3.6,14.0,0.0,7.0,49.0,6.3,15.0,0.0,0.0,0.0
Artie Owens,40.0,151.0,4.0,23.0,1.0,15.0,176.0,12.5,32.0,1.0,1.0,0.0
Artie Sandberg,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Artose Pinner,250.0,858.0,4.5,49.0,8.0,39.0,308.0,8.8,26.0,0.0,1.0,1.0
Augie Cabrinha,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Austin Ekeler,1049.0,4629.0,4.8,72.0,41.0,464.0,4103.0,9.4,84.0,30.0,22.0,16.0
Austin Sylvester,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Austin Walter,83.0,306.0,3.4,22.0,3.0,14.0,97.0,7.9,27.0,0.0,2.0,0.0
Autry Denson,80.0,255.0,3.1,20.0,0.0,26.0,193.0,6.4,28.0,0.0,3.0,2.0
Avatus Stone,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ave Kaplan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Aveion Cason,143.0,614.0,4.0,63.0,3.0,69.0,691.0,9.7,37.0,2.0,9.0,4.0
Avery Monfort,3.0,8.0,2.7,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Avon Cobourne,10.0,27.0,7.0,19.0,0.0,4.0,30.0,6.5,13.0,0.0,0.0,0.0
B J Askew,64.0,180.0,2.1,14.0,2.0,50.0,353.0,6.8,23.0,0.0,0.0,0.0
B J Baylor,7.0,19.0,2.7,5.0,0.0,2.0,75.0,37.5,68.0,0.0,0.0,0.0
B J Sams,4.0,19.0,4.8,8.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,2.0
B W Cheeks,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Babe Clark,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Babe Dimancheff,207.0,802.0,3.9,77.0,5.0,62.0,1092.0,19.2,80.0,10.0,8.0,0.0
Bam Knight,22.0,81.0,3.7,10.0,0.0,6.0,39.0,6.4,13.0,0.0,1.0,1.0
Bam Morris,1181.0,4548.0,3.7,38.0,47.0,125.0,921.0,7.1,52.0,1.0,18.0,10.0
Banks McFadden,85.0,411.0,3.9,75.0,1.0,9.0,97.0,10.5,25.0,2.0,0.0,0.0
Barney Wentz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Baron Batch,66.0,172.0,2.3,16.0,1.0,6.0,51.0,8.2,15.0,0.0,0.0,0.0
Barry Foster,979.0,4227.0,4.1,69.0,26.0,99.0,823.0,8.6,42.0,2.0,20.0,13.0
Barry Pryor,2.0,0.0,0.0,5.0,0.0,2.0,-3.0,-1.5,0.0,0.0,0.0,0.0
Barry Redden,429.0,1849.0,4.3,41.0,10.0,72.0,590.0,8.8,32.0,1.0,9.0,5.0
Barry Sanders,3153.0,15655.0,4.8,85.0,100.0,373.0,3032.0,8.4,66.0,10.0,42.0,26.0
Barry Word,764.0,3094.0,3.6,53.0,17.0,31.0,288.0,9.4,27.0,0.0,11.0,7.0
Barty Smith,544.0,1942.0,3.4,33.0,18.0,120.0,979.0,8.5,42.0,3.0,13.0,0.0
Basil Mitchell,31.0,125.0,3.7,15.0,0.0,6.0,48.0,6.3,20.0,0.0,3.0,0.0
Beattie Feathers,378.0,1980.0,4.6,82.0,16.0,15.0,243.0,17.2,56.0,1.0,0.0,0.0
Ben Bangs,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Cowins,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Derr,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Douglas,4.0,6.0,1.5,0.0,0.0,5.0,86.0,16.4,23.0,1.0,0.0,0.0
Ben Dvorak,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Garry,13.0,41.0,3.1,14.0,0.0,4.0,18.0,6.5,12.0,0.0,2.0,0.0
Ben Greenberg,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Gregory,52.0,283.0,5.7,67.0,1.0,5.0,21.0,3.5,8.0,0.0,2.0,0.0
Ben Hobson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Kish,75.0,350.0,4.7,66.0,1.0,38.0,420.0,9.6,45.0,2.0,4.0,0.0
Ben Norman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Roderick,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Tate,923.0,3774.0,3.8,60.0,28.0,100.0,549.0,4.8,23.0,0.0,17.0,6.0
Ben Utecht,42.0,418.0,10.4,26.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Ben Wilson,452.0,1664.0,3.6,40.0,9.0,47.0,487.0,11.8,77.0,2.0,13.0,0.0
BenJarvus Green Ellis,1185.0,4603.0,3.7,48.0,51.0,69.0,534.0,8.7,53.0,0.0,5.0,4.0
Benjamin Gay,51.0,172.0,3.2,40.0,1.0,4.0,11.0,3.3,7.0,0.0,4.0,3.0
Bennie Aldridge,42.0,141.0,3.7,35.0,0.0,12.0,100.0,8.3,28.0,2.0,2.0,0.0
Benny Boynton,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Benny Cunningham,284.0,1231.0,3.6,56.0,7.0,129.0,1140.0,8.8,42.0,4.0,7.0,4.0
Benny LaPresta,11.0,62.0,6.3,7.0,0.0,2.0,27.0,13.5,23.0,0.0,0.0,0.0
Benny LeMay,28.0,83.0,3.2,14.0,1.0,4.0,19.0,4.2,7.0,0.0,0.0,0.0
Benny Malone,753.0,2886.0,3.4,66.0,21.0,36.0,429.0,12.8,55.0,1.0,10.0,0.0
Benny Snell,323.0,1107.0,3.2,30.0,7.0,29.0,206.0,6.5,20.0,1.0,3.0,2.0
Benny Sohn,1.0,7.0,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Beno Bryant,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bernard Pierce,474.0,1820.0,4.0,78.0,8.0,46.0,240.0,5.3,15.0,0.0,3.0,2.0
Bernard Scott,311.0,1313.0,4.2,61.0,6.0,41.0,319.0,7.7,46.0,0.0,2.0,1.0
Bernie Halstrom,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bernie Parmalee,620.0,2329.0,3.4,47.0,18.0,184.0,1615.0,8.5,35.0,3.0,18.0,12.0
Bernie Semes,17.0,38.0,0.3,11.0,0.0,3.0,22.0,7.3,10.0,0.0,0.0,0.0
Bert Coan,290.0,1266.0,3.9,57.0,15.0,40.0,372.0,9.3,52.0,4.0,9.0,0.0
Bert Johnson,190.0,463.0,1.9,18.0,2.0,18.0,272.0,13.0,65.0,3.0,0.0,0.0
Bert Zagers,116.0,477.0,4.0,41.0,3.0,17.0,356.0,19.5,57.0,0.0,7.0,0.0
Biff Taugher,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bijan Robinson,218.0,996.0,4.4,38.0,4.0,59.0,493.0,7.8,71.0,4.0,4.0,3.0
Bilal Powell,1014.0,4237.0,4.1,75.0,20.0,244.0,1890.0,7.3,85.0,6.0,9.0,3.0
Bill Ashbaugh,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Boedeker,16.0,32.0,1.9,8.0,0.0,2.0,20.0,10.0,10.0,0.0,0.0,0.0
Bill Bowman,151.0,618.0,3.9,50.0,4.0,51.0,429.0,10.9,66.0,3.0,10.0,0.0
Bill Boyd,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Bredde,13.0,57.0,4.0,14.0,1.0,3.0,44.0,11.8,27.0,0.0,2.0,0.0
Bill Breeden,10.0,25.0,5.0,0.0,0.0,6.0,59.0,12.1,24.0,0.0,0.0,0.0
Bill Brown,1691.0,5977.0,3.4,48.0,53.0,301.0,3325.0,10.2,76.0,24.0,58.0,2.0
Bill Butler,162.0,655.0,3.7,27.0,1.0,46.0,354.0,7.4,21.0,4.0,10.0,0.0
Bill Cooper,10.0,15.0,1.3,6.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bill Crass,5.0,8.0,1.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Davidson,155.0,372.0,2.5,68.0,1.0,22.0,425.0,20.1,65.0,2.0,0.0,0.0
Bill Dudley,765.0,3057.0,3.7,66.0,18.0,123.0,1383.0,12.2,80.0,18.0,36.0,0.0
Bill Dusenbery,4.0,6.0,1.5,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Dutton,53.0,169.0,3.2,38.0,2.0,2.0,68.0,34.0,52.0,0.0,0.0,0.0
Bill Edgar,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Enyart,105.0,387.0,4.3,26.0,1.0,54.0,421.0,8.0,37.0,3.0,4.0,0.0
Bill Geyer,25.0,54.0,2.4,15.0,1.0,6.0,145.0,21.6,64.0,2.0,0.0,0.0
Bill Giaver,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Glassgow,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Gutteron,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Hillman,2.0,0.0,0.0,4.0,0.0,1.0,25.0,25.0,25.0,0.0,0.0,0.0
Bill Houle,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Hutchinson,7.0,27.0,5.9,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Jones,10.0,47.0,3.6,14.0,0.0,38.0,267.0,6.6,19.0,6.0,0.0,0.0
Bill Joyce,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Kellogg,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Kenyon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Kibler,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Lazetich,9.0,42.0,4.0,18.0,1.0,14.0,109.0,7.8,49.0,2.0,0.0,0.0
Bill Leckonby,23.0,52.0,0.8,0.0,0.0,1.0,8.0,8.0,8.0,1.0,0.0,0.0
Bill Mathis,1056.0,3610.0,3.3,79.0,37.0,153.0,1799.0,11.4,70.0,9.0,10.0,0.0
Bill May,4.0,16.0,4.0,0.0,0.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0
Bill McElwain,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill McKalip,26.0,102.0,3.7,0.0,0.0,7.0,107.0,15.3,36.0,0.0,0.0,0.0
Bill McNelis,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill McRaven,7.0,29.0,2.9,0.0,0.0,2.0,14.0,7.0,8.0,0.0,0.0,0.0
Bill McWatters,14.0,60.0,5.0,16.0,1.0,2.0,-1.0,-0.5,1.0,0.0,2.0,0.0
Bill McWilliams,6.0,16.0,2.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Meisner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Montgomery,8.0,11.0,0.4,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Nagida,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Olds,330.0,1120.0,3.4,34.0,7.0,71.0,401.0,5.1,28.0,4.0,6.0,0.0
Bill Osmanski,406.0,1940.0,4.5,86.0,21.0,12.0,170.0,14.4,28.0,1.0,7.0,0.0
Bill Paschal,773.0,2752.0,3.0,77.0,30.0,36.0,396.0,10.7,35.0,8.0,23.0,0.0
Bill Perkins,3.0,8.0,2.7,8.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Bill Petrilas,12.0,29.0,2.1,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Pritchard,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Reichardt,39.0,121.0,3.0,14.0,1.0,5.0,18.0,3.8,12.0,0.0,1.0,0.0
Bill Reissig,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Reynolds,18.0,81.0,4.0,29.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Bill Ring,206.0,810.0,3.3,34.0,8.0,50.0,354.0,6.1,24.0,1.0,5.0,1.0
Bill Roberts,0.0,0.0,,,0.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0
Bill Robinson,3.0,4.0,1.3,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Rooney,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Senn,7.0,12.0,2.5,0.0,0.0,5.0,65.0,13.2,0.0,0.0,0.0,0.0
Bill Shepherd,694.0,2409.0,3.3,15.0,16.0,24.0,221.0,9.2,19.0,1.0,0.0,0.0
Bill Shockley,47.0,174.0,2.9,9.0,0.0,14.0,123.0,7.6,13.0,2.0,4.0,0.0
Bill Stobbs,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Tanguay,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Thomas,13.0,36.0,1.0,17.0,0.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0
Bill Thornton,93.0,544.0,6.4,62.0,2.0,13.0,68.0,4.2,19.0,0.0,4.0,0.0
Bill Tobin,75.0,271.0,3.6,32.0,4.0,13.0,173.0,13.4,33.0,1.0,3.0,0.0
Bill Triplett,681.0,2446.0,3.3,63.0,17.0,113.0,1055.0,9.6,62.0,5.0,15.0,0.0
Bill Tucker,134.0,436.0,3.5,24.0,6.0,65.0,544.0,8.4,43.0,7.0,11.0,1.0
Bill Vaughn,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Wolski,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill deCorrevont,76.0,231.0,1.9,27.0,1.0,21.0,417.0,21.9,72.0,2.0,8.0,0.0
Billie Cross,175.0,826.0,4.9,56.0,6.0,52.0,841.0,17.2,80.0,6.0,15.0,0.0
Billy Baggett,19.0,65.0,2.2,15.0,0.0,3.0,41.0,13.7,27.0,1.0,4.0,0.0
Billy Barnes,1007.0,3463.0,3.3,70.0,29.0,154.0,1799.0,12.4,67.0,9.0,40.0,0.0
Billy Campfield,172.0,683.0,3.7,50.0,5.0,114.0,1076.0,9.5,63.0,7.0,15.0,3.0
Billy Gault,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Billy Grimes,145.0,662.0,3.4,73.0,6.0,32.0,431.0,12.7,96.0,2.0,18.0,0.0
Billy Harris,60.0,158.0,1.6,11.0,0.0,5.0,131.0,31.0,55.0,1.0,1.0,0.0
Billy Jackson,399.0,1365.0,3.4,31.0,16.0,58.0,416.0,7.2,29.0,2.0,7.0,4.0
Billy Jefferson,24.0,116.0,3.0,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Billy Joe,555.0,2045.0,3.5,68.0,15.0,77.0,589.0,7.8,78.0,4.0,12.0,0.0
Billy Kilmer,225.0,1100.0,4.6,35.0,15.0,27.0,288.0,9.1,70.0,1.0,16.0,0.0
Billy Latsko,2.0,5.0,2.5,3.0,0.0,6.0,56.0,7.6,30.0,0.0,0.0,0.0
Billy Lefear,35.0,143.0,3.5,43.0,0.0,10.0,73.0,7.2,14.0,0.0,8.0,0.0
Billy Lott,251.0,1140.0,4.1,40.0,12.0,88.0,953.0,11.4,55.0,8.0,4.0,0.0
Billy Mixon,32.0,195.0,6.6,33.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
Billy Patterson,14.0,34.0,2.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Billy Pricer,101.0,328.0,2.8,16.0,2.0,17.0,121.0,8.6,21.0,1.0,4.0,0.0
Billy Pritchett,92.0,280.0,2.4,19.0,1.0,17.0,110.0,6.2,18.0,0.0,4.0,0.0
Billy Rafter,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Billy Reynolds,188.0,619.0,3.3,33.0,7.0,25.0,259.0,11.4,55.0,0.0,14.0,0.0
Billy Sims,1157.0,5239.0,4.4,81.0,44.0,196.0,2166.0,12.6,87.0,5.0,42.0,17.0
Billy Stone,245.0,907.0,3.5,72.0,9.0,112.0,1698.0,15.1,69.0,14.0,16.0,0.0
Billy Taylor,498.0,1755.0,3.0,35.0,15.0,86.0,718.0,8.7,43.0,4.0,15.0,4.0
Billy Tidwell,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Billy Vessels,44.0,215.0,3.6,31.0,2.0,11.0,177.0,16.0,30.0,1.0,0.0,0.0
Billy Wells,515.0,1916.0,3.9,88.0,5.0,71.0,814.0,10.9,48.0,2.0,32.0,0.0
Bishop Sankey,284.0,1104.0,4.1,41.0,5.0,42.0,340.0,8.2,30.0,2.0,6.0,4.0
Bishop Strickland,34.0,165.0,4.2,15.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Blair Thomas,622.0,2513.0,3.9,41.0,13.0,77.0,533.0,7.2,55.0,2.0,10.0,8.0
Blake Ezor,23.0,81.0,0.8,15.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Blake Spence,0.0,0.0,,,0.0,3.0,15.0,4.2,9.0,1.0,0.0,0.0
Blanche Martin,36.0,116.0,2.6,0.0,0.0,8.0,46.0,5.8,0.0,2.0,2.0,0.0
Bo Cornell,22.0,33.0,1.3,7.0,0.0,3.0,25.0,10.8,18.0,0.0,1.0,0.0
Bo Dickinson,195.0,725.0,3.5,65.0,6.0,92.0,943.0,11.6,48.0,6.0,6.0,0.0
Bo Hanley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bo Hickey,73.0,263.0,4.0,20.0,4.0,7.0,36.0,6.3,22.0,1.0,2.0,0.0
Bo Jackson,521.0,2859.0,5.9,92.0,16.0,40.0,352.0,9.2,27.0,2.0,11.0,6.0
Bo Matthews,428.0,1580.0,3.4,42.0,11.0,77.0,501.0,7.0,23.0,0.0,19.0,0.0
Bo Molenda,117.0,374.0,3.3,5.0,3.0,3.0,55.0,18.3,35.0,0.0,0.0,0.0
Bo Robinson,121.0,445.0,3.2,29.0,2.0,37.0,305.0,8.6,29.0,3.0,4.0,1.0
Bo Scarbrough,132.0,527.0,3.8,30.0,2.0,6.0,42.0,6.5,11.0,0.0,1.0,1.0
Bo Scott,595.0,2293.0,3.4,63.0,20.0,128.0,992.0,7.4,35.0,6.0,13.0,0.0
Bob Agler,12.0,48.0,2.9,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Anderson,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Argus,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Baldwin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Books,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Brooks,15.0,55.0,3.5,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Brumley,5.0,18.0,3.6,4.0,0.0,2.0,27.0,13.5,29.0,0.0,1.0,0.0
Bob Brunet,131.0,406.0,2.8,18.0,3.0,24.0,200.0,7.7,39.0,1.0,9.0,0.0
Bob Burns,40.0,158.0,3.3,12.0,0.0,11.0,83.0,7.7,18.0,1.0,2.0,0.0
Bob Cappadona,123.0,460.0,4.1,33.0,2.0,24.0,196.0,8.9,42.0,3.0,6.0,0.0
Bob Christian,193.0,831.0,3.8,53.0,12.0,230.0,2048.0,9.3,55.0,7.0,7.0,5.0
Bob Cifers,240.0,816.0,3.0,41.0,1.0,13.0,314.0,24.2,70.0,4.0,9.0,0.0
Bob Clemens,2.0,9.0,4.5,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Daugherty,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob DeFruiter,15.0,49.0,2.5,17.0,0.0,2.0,28.0,14.0,19.0,0.0,1.0,0.0
Bob Douglass,4.0,10.0,2.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Fenimore,53.0,189.0,3.9,13.0,1.0,15.0,219.0,14.5,29.0,2.0,4.0,0.0
Bob Ferguson,112.0,381.0,3.8,19.0,2.0,7.0,20.0,3.5,9.0,0.0,3.0,0.0
Bob Ferrell,183.0,692.0,3.6,20.0,3.0,21.0,148.0,7.6,14.0,0.0,10.0,0.0
Bob Forte,107.0,331.0,3.3,25.0,0.0,24.0,242.0,10.1,28.0,3.0,4.0,0.0
Bob Foster,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Gaiters,212.0,868.0,3.5,53.0,6.0,22.0,222.0,14.4,74.0,2.0,14.0,0.0
Bob Gladieux,69.0,247.0,3.2,31.0,0.0,25.0,252.0,10.8,31.0,0.0,6.0,0.0
Bob Greenhalgh,62.0,188.0,3.0,14.0,0.0,3.0,23.0,7.7,14.0,0.0,1.0,0.0
Bob Gresham,410.0,1360.0,3.1,52.0,12.0,90.0,728.0,8.1,62.0,1.0,18.0,0.0
Bob Haas,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Hanlon,12.0,24.0,2.1,7.0,0.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0
Bob Hoernschemeyer,590.0,2568.0,4.1,96.0,18.0,98.0,949.0,9.7,48.0,7.0,16.0,0.0
Bob Hoffman,111.0,398.0,3.1,20.0,10.0,7.0,56.0,8.4,13.0,1.0,2.0,0.0
Bob Hudson,20.0,77.0,3.8,17.0,0.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0
Bob Hunt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Jackson,17.0,122.0,6.8,57.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Kahler,9.0,9.0,1.7,13.0,0.0,2.0,21.0,10.5,12.0,0.0,0.0,0.0
Bob Keene,12.0,29.0,2.3,7.0,0.0,6.0,118.0,18.8,46.0,2.0,1.0,0.0
Bob Kellogg,9.0,31.0,-2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Keyes,1.0,7.0,7.0,0.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0
Bob Koehler,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Livingstone,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,,,0.0,1.0,0.0
